Víctimas por hecho victimizante Corte SEPTIEMBRE DE 2025

FECHA_CORTE,NOM_RPT,PARAM_HECHO,HECHO,SEXO,ETNIA,DISCAPACIDAD,CICLO_VITAL,PER_OCU,PER_SA,EVENTOS
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Hombre","Afrocolombiano (Acreditado RA)","Auditiva","entre 29 y 59","4","4","4",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Ninguna","entre 12 y 17","376","356","383",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Ninguna","entre 18 y 28","1519","1243","1569",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Ninguna","ND","2","2","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Ninguna","entre 60 y 110","1877","1543","2064",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Ninguna","entre 29 y 59","6013","5152","6373",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Por Establecer","entre 6 y 11","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Por Establecer","entre 12 y 17","2","2","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Por Establecer","entre 18 y 28","9","9","9",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Por Establecer","entre 60 y 110","108","79","118",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Por Establecer","entre 29 y 59","71","60","78",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Psicosocial (Mental)","entre 6 y 11","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Psicosocial (Mental)","entre 12 y 17","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Psicosocial (Mental)","entre 60 y 110","4","4","5",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Psicosocial (Mental)","entre 29 y 59","4","4","4",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Visual","entre 12 y 17","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Visual","entre 18 y 28","3","3","3",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Visual","entre 60 y 110","23","18","27",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Indigena (Acreditado RA)","Visual","entre 29 y 59","30","23","32",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 6 y 11","2","2","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 12 y 17","2","1","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 18 y 28","11","10","13",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 29 y 59","43","36","47",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 60 y 110","25","17","32",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Fisica","entre 6 y 11","5","4","5",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Fisica","entre 12 y 17","6","6","6",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Fisica","entre 18 y 28","39","27","39",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Fisica","entre 29 y 59","222","163","243",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Fisica","entre 60 y 110","270","198","304",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 6 y 11","2","2","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 12 y 17","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 18 y 28","22","13","24",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 60 y 110","18","13","19",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","ND","1","0","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 29 y 59","45","38","49",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","entre 0 y 5","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","entre 12 y 17","3","2","3",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","entre 18 y 28","39","35","39",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","ND","2","0","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","entre 29 y 59","105","81","116",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","entre 60 y 110","147","94","177",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 0 y 5","85","82","87",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 6 y 11","248","238","250",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 12 y 17","659","607","676",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 18 y 28","3260","2533","3351",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 60 y 110","4928","3088","5665",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","ND","261","14","275",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 29 y 59","12312","8256","13265",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 12 y 17","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 18 y 28","15","13","15",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 60 y 110","221","140","268",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 29 y 59","139","116","151",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Por Establecer","ND","2","0","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Psicosocial (Mental)","entre 12 y 17","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Psicosocial (Mental)","entre 18 y 28","6","6","6",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Psicosocial (Mental)","entre 29 y 59","7","6","9",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Psicosocial (Mental)","entre 60 y 110","2","1","3",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Visual","entre 18 y 28","8","7","9",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Visual","ND","2","0","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Visual","entre 60 y 110","102","72","112",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Negro(a) o Afrocolombiano(a)","Visual","entre 29 y 59","76","64","81",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Auditiva","entre 6 y 11","12","12","12",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Auditiva","entre 12 y 17","16","16","17",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Auditiva","entre 18 y 28","63","55","69",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Auditiva","entre 29 y 59","429","370","464",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Auditiva","entre 60 y 110","401","271","477",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Auditiva","ND","7","1","7",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Fisica","entre 0 y 5","3","3","3",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Fisica","entre 6 y 11","11","10","12",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Fisica","entre 12 y 17","34","33","35",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Fisica","entre 18 y 28","220","192","233",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Fisica","ND","32","2","37",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Fisica","entre 60 y 110","2560","1620","2974",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Fisica","entre 29 y 59","2389","1809","2650",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Intelectual","entre 6 y 11","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Intelectual","entre 12 y 17","10","9","10",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Intelectual","entre 18 y 28","61","56","65",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Intelectual","entre 29 y 59","447","364","495",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Intelectual","entre 60 y 110","212","135","243",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Intelectual","ND","6","0","6",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Multiple","entre 0 y 5","4","4","4",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Multiple","entre 6 y 11","8","8","8",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Multiple","entre 12 y 17","34","32","35",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Multiple","entre 18 y 28","158","139","167",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Multiple","entre 29 y 59","1079","916","1184",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Multiple","entre 60 y 110","1367","790","1627",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Hombre","Ninguna","Multiple","ND","15","2","15",
